Session Id,Title,Description,Speakers,Session format,Level,Pre-requisites for attendees?,Topic of your presentation,Neo4j Use-Case,Your Timezone,Status,Date Submitted,Speaker Ids
375984,Knowledge Graphs and Machine Learning for Halal Food Product Recommendations,"We compares the product from an online grocery website with the Halal LOD dataset using the Naive Bayes, KNN and Random Forest methods. Features extraction using several graph algorithms: Common Neighbors, Preferential Attachment, Total Neighbors, Label Propagation and Louvain algorithms.",Nur Aini Rakhmawati,Lighting Talk 10-15 min,"Intermediate, Advanced",,"Graph Data Science, Knowledge Graph, Machine Learning",General,gmt+7,Accepted,20 Aug 2022 12:09 AM,4c0e8d6d-4231-40ec-b592-c3e4b22b5e6a
375010,Connected Data Lakehouse: Neo4j and Databricks Reference Data Architecture,"In this technical session, we'll have Neo4j and Databricks discuss and demonstrate a reference architecture that leverages each other's strengths in connected data and big data to ingest, transform, analyse and present insights. The demo will use a supply chain dataset to curate data and predict delays using Databricks. Conversely, Neo4j will be used to model the supply chain network, analyse and perform graph data science.","Emil Pastor, Ajmal Aziz",Full Session 30-45 min,Intermediate,,"Best Practices, Database, Analytics, Graph Data Science, Cloud (AuraDB","General, Shipping and Logistics","Sydney, Australia",Accepted,15 Aug 2022 10:16 PM,"8226969d-7964-4e21-8e33-78188e8f6423, 97eb3592-af47-4fd5-b884-3a8006e0fa1e"
375993,Coffee Knowledge Graph,"Coffee taste, everyone has their likes and dislikes.

I prefer light roasted and aromatic.
I love Coffee and passed 3 coffee certification exams.

The taste of coffee depends on many factors.

* Type and temperature of water. Soft? Hard?
* Varieties. Ethiopia? Brazil?
* Processing Methods. Washed? Dry? 
* Methods for Brewing. Pour Over? French Press?
* Types of Coffee roasts. light? medium? dark?

Let's make the Coffee knowledge graph.
Then, Let's drink the Coffee that Neo4j recommend.",Koji Annoura,Full Session 30-45 min,Introductory and overview,,Knowledge Graph,General,Asia/Tokyo UTC + 9,Accepted,20 Aug 2022 05:48 AM,920cf3dc-47e1-4a59-b500-532b1f10c0f9
379576,Take Data to the Next Level With Graph Machine Learning,"Many critical business problems use data that can be expressed as graphs. Graphs describe the relationships between data points as much as the data themselves. An easy way to think about graphs is analogous to the relationship between nodes and edges. The relationships between nodes and edges are very powerful, yet complex to model with traditional ML approaches.

In this session we will look at how graph ML powers use cases like recommendation systems, fraud detection, and more. We will also show you how to build a fraud detection solution powered by Neo4j as well as how to deploy graph-based machine learning models on the cloud.","Joinal Ahmed, Chaitra Ravada",Full Session 30-45 min,"Advanced, Intermediate",,"Graph Data Science, Machine Learning, Analytics, Featured","General, Financial",,Accepted,30 Aug 2022 08:04 AM,"3f4b886c-cece-42d2-9f53-ada528d11243, 5085fdf0-ff6e-482e-a022-a10b1a4a7b84"
380125,Construction and Application of Knowledge Graphs: Manufacturing Process for Box Parts,"Box-type parts are multi-faceted, porous, and complex-shaped parts with various processing methods, which are widely used in the field of machinery manufacturing. Knowledge graphs are a modern way to describe the relationship between data and knowledge. It is more suitable to describe its structural model by using knowledge graph, such as the geometric characteristics of the part itself, the characteristics of the manufacturing process, the processing equipment, tools and other entities. It can find out the internal relationship between entities by entity analysis, process analysis and resource analysis, establish attribute graph model and generate knowledge graphs combined the data instances of the given box-type parts. It can also perform data mining on graphs by using graph data science (GDS) , such as feature similarity calculation of graph node, feature process information retrieval and formulation. It would provide assistance for engineers to quickly design the process of box parts, improve design efficiency, reduce design cost and design time.",胜海 邱,Lighting Talk 10-15 min,Advanced,,"Graph Data Science, Cypher, Knowledge Graph, APOC, Machine Learning",Manufacturing,,Accepted,31 Aug 2022 09:52 AM,e49a8df1-2b39-4d95-8e04-53cadb61b1dc
373064,Knowledge Graphs Powering Active Metadata,"In a world where each organization is now data-heavy, plenty of data is available for decision-making. However, understanding the data and context, i.e. having a human-like intelligence, becomes key to gaining a competitive advantage. The journey begins by knowing your data and building a living, pulsating, intelligent metadata. This session discusses leveraging a knowledge graph for creating active metadata.",Smita Padhy,Lighting Talk 10-15 min,Introductory and overview,,Knowledge Graph,General,IST,Accepted,8 Aug 2022 09:04 AM,1533a837-379b-4217-9f58-881210283cf7
380138,CloudScreen: A Graph-Based Drug Repurposing Platform Empowered by Machine Learning,"In the session will be presented in silico drug repurposing through machine learning analysis of a biochemical knowledge graph. Drug repurposing is the process which identifies the use of an existing drug to a novel protein-target. This procedure can save a lot of time and funds during drug discovery and development phases. The session will demonstrate the integration of heterogenous chemical, biological, and clinical data in a biochemical knowledge graph. The application of machine learning aims to perform link prediction in the graph and identify novel targets for existing drugs. An end-to-end workflow, combining both theoretical and practical parts, will be presented.  The key concepts will be introduced while samples of code and queries will follow each step of the pipeline.  
","Sotiris Ouzounis, Alexandros Kanterakis, Vasilis Panagiotopoulos",Full Session 30-45 min,Intermediate,Be familiar with graph database concepts and cypher language,"Graph Data Science, Machine Learning, Knowledge Graph","Pharmaceutical, Healthcare",,Accepted,31 Aug 2022 10:18 AM,"38f26a26-f28f-46a7-a3f6-5d6695a6c4cf, 464292cc-de2d-43bc-a2ba-1ee281c1b128, 1c7bc037-c71b-40dc-a0c9-af440edaab79"
380199,Analyzing Spammers in Twitter User Network,"Spams plague Twitter feeds and often bother users, at least in my country, Thailand. I will demonstrate how to detect spam and the users who generate them.
Once identify spammers, I use network algorithms to analyze them to answer a few more questions.
Do they often work alone or work together? How to find more spammers not initially detected?",Mananai Saengsuwan,Lighting Talk 10-15 min,"Advanced, Intermediate",,"Graph Data Science, Analytics",General,,Accepted,31 Aug 2022 12:38 PM,340bdb42-837a-4098-aef2-8b8a0ccdb12e
379532,Neo4j Lectures of the Stanford CS224 Course,斯坦福大学CS224W图机器学习公开课，中文精讲系列视频介绍,Zihao Zhang,Lighting Talk 10-15 min,Introductory and overview,,Machine Learning,"General, Biotechnology",,Accepted,30 Aug 2022 04:51 AM,6e039472-b6f5-46cc-9ba1-8d6d9ac11a4f
375404,Taking Application Security Insights to the Next Level With Data Fabric and NeoSemantics,"Recently, exploits detected in open-source software packages (as log4j) increased the industry attention to find a solution to monitor, detect, prevent, and repair vulnerabilities and weaknesses in applications. To do so, organizations use detection methods to discover vulnerable software components, such as static application security testing (SAST), dynamic application security testing (DAST), and more.
These scanning methods usually discover security flaws in the code, and lack of providing the full picture required for a security expert to analyze the software. For example, how an attacker could exploit the detected flaw? And which countermeasures an organization could use to prevent this exploit?
At this point, publicly available cybersecurity knowledge graphs as D3FEND and OWASP OdTM step in. These knowledge graphs hold information of vulnerabilities, their associated attack techniques, and the corresponding countermeasures. A projection of the application flaws over these fused knowledge graphs, allows the augmentation of each flaw with the context of the potential attack techniques, and the corresponding countermeasures. In this session we demonstrate how this is done. First, we build a federated knowledge base of the D3FEND and OdTM knowledge graphs via Neo4J Data Fabric and NeoSemantics technologies. Then, we build a knowledge graph representation of a cybersecurity finding report composed of flaws detected in the application code. Finally, we use a data federation graph query to associate each detected flaw with information from the knowledge base.",Gal Engelberg,Lighting Talk 10-15 min,Advanced,,"Analytics, Knowledge Graph, Security, Cypher, Other",General,IST / UTC+2,Accepted,17 Aug 2022 03:23 PM,8f2fc841-44f5-4cc2-9e23-addd9c17a6fb
379924,Track Data Lineage With a Graph Database,"MANTA Flow is a unique data lineage product, which is able to automate scanning and analyzing interconnected systems such as databases, ETLs, reporting systems, and shows how the data flows amongst them. The backend used in MANTA Flow is a graph database, as it allows flexible relationships and fast graph traversals across the data. The talk introduces data lineage use cases and shows how data is represented in a graph database and how we use graph database features for fast and efficient data processing.","Jan Zak, David Bucek",Full Session 30-45 min,Introductory and overview,,"Analytics, Visualization","Healthcare, Financial, Telecom",,Accepted,30 Aug 2022 08:45 PM,"0feebb32-2950-4da1-886f-111f0e27d4ed, a63d65ba-e3a7-4510-bd4a-3fd9e8737003"
372266,Explore Your Graphs Visually With Jupyter Notebooks,"In this session, you will learn how to conveniently explore the contents of your neo4j graph database visually right inside your Jupyter notebooks. Create powerful notebook scripts that connect to your graph database using Python. Execute Cypher queries and run graph datascience algorithms. Finally create beautiful and helpful visualizations to analyze the results. We'll be using free tools, only!
You should bring some cypher and programming knowledge. We'll be looking at a few basic Python and some simple Cypher snippets to create awesome interactive visualizations. This one is both for intermediates and professionals!",Sebastian Müller,Full Session 30-45 min,Intermediate,"Basic Cypher, Python, Jupyter Labs or Notebooks","Visualization, Analytics, Cypher",General,"Berlin, CET",Accepted,3 Aug 2022 01:07 PM,2bd1f8ff-e635-40e3-bae9-b7f13f670d20
386579,A Space to Relax: Guided Meditation (APAC),"In the middle of all the interesting graph sessions you might need some time to let things land a bit, give your mind some well needed rest and come back re-charged and energised for the rest of the day.

You can listen to more of meditations here: https://soundcloud.com/burqen",Anton Persson,Lighting Talk 10-15 min,Introductory and overview,,Other,,,Accepted,19 Sep 2022 10:07 PM,0d166c94-48f2-4cea-805b-6df967a90d92
378429,Playing With State Machines,"In this talk, we'll play with finite state machines. We'll demonstrate, in a radical cypher-and-APOC-only way, how automata can be used in Neo4J to build a compiler, to orchestrate a game or even to solve AI classical problems.",Pierre Halftermeyer,Lighting Talk 10-15 min,"Intermediate, Advanced, Expert",,"Machine Learning, Cypher, APOC, Other",General,,Accepted,26 Aug 2022 01:18 PM,da73dc7f-2981-43d7-8ddb-2a122c35ed25
375555,BlueHound: Community-Driven Security Based on Neo4j and NeoDash,"BlueHound is a new open-source cybersecurity tool originally inspired and forked from NeoDash - Neo4j’s dashboard builder which helps create visualizations for graph data. BlueHound expands this concept to help defensive teams pinpoint security issues by adding data collection capabilities, query execution and caching, results export and a bunch of new charts and features.

This talk will focus on the technical details of how we use Neo4j with security data to help organizations defend themselves, presenting some of the cypher queries and the use-cases that make up BlueHound. It will also cover using NeoDash and the changes that we’ve made to it to make it suitable for BlueHound.",Dekel Paz,Full Session 30-45 min,Intermediate,,"Cypher, Security, Visualization",General,GMT+3,Accepted,18 Aug 2022 10:25 AM,eace564f-5c9d-43d5-a6a0-2a62af1b21ba
382373,cy2py: Seamless Neo4j Integration in Python Notebooks,"This session will introduce cy2py a brand new Jupyter extension that allows you to integrate Neo4j in Python notebooks easily.
We'll show how easy it is to visualize the result of cypher queries as graphs and how you can create Python DataFrames from them to combine them with different plotting libraries.",Andrea Santurbano,Lighting Talk 10-15 min,Intermediate,Cypher and Python DataFrames knowledge,"Visualization, Cypher",General,,Accepted,5 Sep 2022 02:18 PM,eefc94e7-a11b-4f45-92a8-50fba26218bb
372831,Deep Face Recognition With Neo4j,"Graph databases come with the power of discovering relations hard to find. Here, Neo4j is a cool graph database. As a nature of the nosql databases, it offers highly scalability feature as well. In this post, we are going to mention how to use neo4j graph database for facial recognition tasks with DeepFace.",Sefik Serengil,Lighting Talk 10-15 min,"Introductory and overview, Intermediate",,Machine Learning,General,London,Accepted,6 Aug 2022 10:33 AM,4040f556-0957-421a-bb71-c702e8983c0b
386576,Closing Q&A APAC,Emil and Andreas will answer audience questions.,"Emil Eifrem, Andreas Kollegger",Lighting Talk 10-15 min,Introductory and overview,,,,,Accepted,19 Sep 2022 10:02 PM,"a048c517-ae6b-457a-a054-55b1870f7a94, fdef00c1-732f-49d3-b79d-fee7e3c5107d"
377693,Building Java Applications With Quarkus and Neo4j,"In this session, we'll see how to build modern Java applications powered by Quarkus that use Neo4j as a graph database to persist our domain entities.
We will look at how to integrate Neo4j into the Java and Quarkus world using OGM, how to map the graph domain model in our code, and how to build user recommendations.
Join us for this live-coding only session!",Sebastian Daschner,Full Session 30-45 min,Intermediate,Basic Java / Enterprise Java knowledge,"Best Practices, Featured",General,CEST,Accepted,24 Aug 2022 05:02 AM,73c43b1e-32d6-46a5-8786-a381743b7873
378010,XRP Ledger Blockchain ETL With Neo4j,"A story of ups, downs, learnings, and findings from working with representing the XRP Ledger in Neo4j. What started as a hobby project in 2018 to represent and analyze payments only, expanded in 2019 into a full history graph representation of the XRP Ledger blockchain that has been running for more than nine years with 2.2 billion transactions, generating more than 1.5 billion ledger objects. In 2022, the data model is updated to better scale with increased XRP Ledger use, reduce the storage footprint more than 50 percent by applying learning from the past years to remove redundant properties, move unused data to JSON strings that can be parsed with APOC as needed, and to reflect new possibilities with Neo4j 4.x. This talk also showcases how the database, that is kept in sync with the XRP Ledger +/- 10 seconds, is used in the fight against criminal finances by “following the money,” and how it is used to stay ahead of money laundering when criminals move funds quickly around prior to moving it to legitimate exchanges.",Thomas Silkjaer,Full Session 30-45 min,Advanced,,"Best Practices, Visualization, Performance",Blockchain,,Accepted,25 Aug 2022 09:12 AM,d95970da-405d-4fa9-8f50-2b8bc4eaca8e
380218,What's New in Neo4j 5 and Aura 5 for Developers,Overview of new features in Neo4j 5 with a focus on developers. This will include Aura.,John Stegeman,Full Session 30-45 min,"Introductory and overview, Intermediate",,"Database, Cypher, Cloud (AuraDB",General,,Accepted,31 Aug 2022 01:01 PM,b6c16819-84d2-4cf1-919a-ab6e05dacc7e
376081,Introducing the PHP and Graph Ecosystem,"The PHP ecosystem for Neo4j is growing exponentially. Whether you want to build your Cypher queries in a complete DSL, use an ORM with eloquent, migrate data between Symfony, get complete control over the Bolt protocol, or want to use a driver in a High Availability environment, nothing is off limits!

This Session will map the entire ecosystem and how to start with PHP and Neo4j. Join us and build your application now with one of the stable and commonly used web development languages and the world's leading graph database!",Ghlen Nagels,Full Session 30-45 min,Introductory and overview,,"Cypher, Database, API/Drivers (Python, Best Practices, Other",General,Brussels,Accepted,20 Aug 2022 02:16 PM,9ba49328-e8f4-41ab-b477-31964eed842e
379692,Index Changes in Neo4j 5,"In 4.4 we started to introduce some new index types in preparation for getting rid of the ""BTREE"" type. This work is finished with 5.0 and this session will go over the new index types; RANGE, POINT and TEXT, when to use them and how upgrade works.

FULLTEXT indexes has received an upgrade and does now support indexing of lists / arrays of strings.

A new implementation of TEXT index provide much better performance for queries using CONTAINS or ENDS WITH predicates.",Anton Persson,Full Session 30-45 min,Introductory and overview,,Database,General,,Accepted,30 Aug 2022 11:47 AM,0d166c94-48f2-4cea-805b-6df967a90d92
380221,Stretching Neo4j Across Clusters With Fabric,Learn how to create a fabric database of shards or federated databases using the new Cypher command COMPOSITE DATABASE so that your queries can span databases and clusters,John Stegeman,Lighting Talk 10-15 min,"Intermediate, Advanced, Expert",,Database,General,,Accepted,31 Aug 2022 01:06 PM,b6c16819-84d2-4cf1-919a-ab6e05dacc7e
380688,Placeholder: Announcing Azure (EAP) on Aura Enterprise!,We would like to launch Azure EAP for Aura Enterprise at Nodes this year. Ending the year by cementing our move towards Multi Cloud on Aura will be a great message.,Paul Blewett,Lighting Talk 10-15 min,"Introductory and overview, Intermediate",,Cloud (AuraDB,General,,Accepted,31 Aug 2022 08:01 PM,183bdce8-839e-4cef-bf4d-c0548fac24b8
376051,User Change Modeling in Graph Applications,"Given 
- a steadily growing knowledge graph and 
- an application where a user actively modifies a subgraph to generate insights for his project and 
- where the user needs to be able to save his changes to review at a later stage, 
how do you model the user changes? 
In SQL, you'd probably create a new table with a composite primary key to show the changes a user (pk 1) has done to which entity (pk2) and what they are. However in a graph database, you have lots of options to do that which have obvious pros and cons in terms of database setup, code complexity and query performance. In this talk, I want to lay out the problem setup and discuss advantages and disadvantages of different modeling options.
",Elena Kohlwey,Full Session 30-45 min,Intermediate,Basic SQL and Graph Modeling understanding,"Knowledge Graph, Database",General,UTC+2,Accepted,20 Aug 2022 12:35 PM,07c1e231-853a-4b0a-994c-a85b9454f758
376777,Better Testing With Testcontainers,"Early in the process of writing applications, you have to decide how to run your integration tests.
Will they hit a dedicated testing instance of Neo4j that is always running, or will you choose the embedded instance?
While both options have their pros and cons, there is also a third option: Starting a database before and stop it after testing.
Most of the time this requires some manual scripting around the test execution.
To make this process easier, there is Testcontainers with a Neo4j module available.
It starts new instances of the database along with your tests whenever needed.
Also it gives you control over the lifetime of the container and exposes needed connection informations to be used in your tests.
With this your testing infrastructure gets much more portable and there is no need to share credentials of the test server in the future.",Gerrit Meier,"Lighting Talk 10-15 min, Full Session 30-45 min","Introductory and overview, Intermediate",,Best Practices,General,CET,Accepted,23 Aug 2022 01:30 PM,1e4fcc53-8d62-4bc6-a9e5-1c10a1b3a282
380154,What's New in Graph Data Science Land,What has come out since Graph Connect. Both GDS features and AuraDS will be spoken about,Luke Gannon,Lighting Talk 10-15 min,Introductory and overview,Nothing,"Cloud (AuraDB, Machine Learning, Graph Data Science, Analytics",General,,Accepted,31 Aug 2022 10:58 AM,86fcbe5d-9fa7-4df5-b248-63729d3b8b28
377981,Link Prediction With Graph Data Science at Scale,"Predicting new links in graphs is a common problem such as predicting new friends.
However, for bigger graphs it is not computational feasible to consider every node pair to find the best.

This talk will show how to use the Graph Data Science library to predict links on larger graphs.",Florentin Dörre,Lighting Talk 10-15 min,"Intermediate, Advanced, Expert",,"Graph Data Science, Performance",General,,Accepted,25 Aug 2022 08:15 AM,eaa01f06-91f6-4a6a-9274-1c583219d0f6
375386,GraphQL Federation and key Neo4j GraphQL Library features,"Join the Neo4j GraphQL Team as they talk about one of the latest features they are implementing into the Neo4j GraphQL Library - GraphQL Federation. GraphQL Federation allows ""subgraphs"" to be defined, and stitch these subgraphs together using a gateway, allowing them to be queried as a single GraphQL schema. The team will highlight the similarities and differences to Fabric. You can also expect an update on other key features being implemented, including GraphQL Subscriptions.",Thomas Wiss,Full Session 30-45 min,Intermediate,Rudimentary understanding of GraphQL,GraphQL,General,London or Malmö,Accepted,17 Aug 2022 02:15 PM,660a81bd-132b-497d-beb3-980e975c906e
378239,Hidden in the Clouds: Using Graph Technology to Understand Your Cloud Estate,"The modern cloud infrastructure  we use to deploy our applications put lots of information at our fingertips; consoles, APIs, dashboards, metrics, etc. But despite all this data, at the FT it was hard to feel confident that we really had a grasp of what we were actually running. 

So we turned to 2 Graph technologies - neo4j and GraphQL - to build a user-friendly picture of our multi AWS account estate. This is helping keep us more secure, saving us money, improving engineering efficiency and giving us instant insights that would previously have taken hours or days of research.

In this talk I’ll share more detail of the things our graph allows us to do, and outline how you can do something similar using a largely open source set of tools.
",Rhys Evans,Full Session 30-45 min,Intermediate,,"Knowledge Graph, Cloud (AuraDB, Security, GraphQL",General,,Accepted,25 Aug 2022 08:49 PM,a143f0b7-d840-4010-9b62-2acc0a6d4622
380180,Building a Neo4j/Python OGM,"Leverage Cypher map projections and Python dynamic typing to build an Object Graph Mapper for Neo4j. A step by step guide on how to get started with such project, from defining the framework API to automatically building Cypher queries.",Estelle Scifo,Full Session 30-45 min,"Introductory and overview, Intermediate, Advanced",Basic Cypher,"Cypher, API/Drivers (Python, GraphQL, Featured",General,,Accepted,31 Aug 2022 12:07 PM,05b399f0-b298-415b-8676-00c309dead29
375541,Cymple: Cypher Modular Pythonic Language Extension,"In this session we introduce a new open-source Python package to the Neo4j community, called Cymple!

Cymple is intended for creating neat, reusable Cypher queries with auto-completion in Python. We will show how ""Cymple"" it is to write your queries in Python. 

If you have been working with Cypher, while writing Python code, this package could be what you need. 
See more at github.com/Accenture/Cymple. 

This session is intended for both beginner and advanced Cypher users. ",Roei Levi,Lighting Talk 10-15 min,Introductory and overview,Basic Cypher knowledge,Cypher,General,Jerusalem (GMT+2),Accepted,18 Aug 2022 08:47 AM,bf40e49d-a215-4a64-bf2b-c40d080b1432
375840,Neo4j 5 Foundations for Scale,"This session describes two new features in Neo4j 5.0: Autonomous Clusters and Composite databases. 

Together, these features can be used to elastically scale several  large databases across multiple machines, then create combined aliases where those multiple databases can be queried together.",Hugo Firth,Full Session 30-45 min,Advanced,,Database,General,GMT,Accepted,19 Aug 2022 11:40 AM,5305bb3a-0c0b-4203-bda0-d9e369e6d58b
383432,The HealthECCO Knowledge Graph: Applying Neo4j Technologies in Health Data Research,"AUTHORS: Lea Gütebier(1), Tim Bleimehl(2), Ron Henkel(1), Martin Preusse(2, 3), Dagmar Waltemath(1)
1- Medical Informatics Laboratory, University Medicine Greifswald, Greifswald, Germany
2- German Center for Diabetes Research (DZD), Neuherberg, Germany
3- Kaiser & Preusse, Freiburg, Germany

Health data, in general, is often siloed and inaccessible. The FAIR data principles have contributed to overcome this situation and make health data more findable, accessible, interoperable and reusable – but mostly within their very specific data domains.
Using the examples of COVID-19 data and data from health studies in epidemiology provided by the NFDI4health study hub, we showcase how a knowledge graph integrates multiple open data sources using a Neo4j graph database. It connects previously disparate data domains, and then offers specific interfaces for data access and exploration. 

The focus of our talk will be on introducing the main code repositories included in the HealthECCO graph, explaining the workflow behind the data loading pipeline, and showcasing the usefulness of Neo4j for health data exploration. Whenever a new data source should be added, the pipeline can be modified to integrate the (fully annotated) data set.","Lea Gütebier, Ron Henkel, Dagmar Waltemath",Full Session 30-45 min,Intermediate,,"Knowledge Graph, Featured",Healthcare,,Accepted,8 Sep 2022 11:47 AM,"e078e408-bbe1-4c2c-a9e2-fec2afc46b93, 14e6ce08-cdcb-4fe1-9eb9-894b34d52c6c, 8804f562-a13a-4a03-922a-17e51d90bc3d"
386578,A Space to Relax: Guided Meditation (EMEA),"In the middle of all the interesting graph sessions you might need some time to let things land a bit, give your mind some well needed rest and come back re-charged and energised for the rest of the day.

You can listen to more of meditations here: https://soundcloud.com/burqen",Anton Persson,Lighting Talk 10-15 min,Introductory and overview,,Other,,,Accepted,19 Sep 2022 10:06 PM,0d166c94-48f2-4cea-805b-6df967a90d92
371545,Neo4j With Docker and Docker Compose Deep Dive,"This session will go over using Neo4j with Docker and Docker compose, presenting tips and tricks on basic usage, an explanation of the Docker image itself, backups and restore and building custom images extending the official Neo4j image.",Christophe Willemsen,Full Session 30-45 min,Intermediate,docker experience,"Database, Best Practices, Other",General,Europe/Rome,Accepted,31 Jul 2022 08:04 PM,4b11a1ff-1814-4ff8-ab96-7e84fab71f88
379774,Of Farm Topologies and Time-Series Data,"Farms are simple. A farm, a building or two, maybe a barn. Done. You’d wish.

Monitoring farms and barns is a tedious task. No farm looks like the other and water distribution, next to other elements, has grown generically. A little bit like the good old legacy systems we all love. With the additional complication of keeping track of topology changes, typical building automation systems are out of the scope.

See how clevabit integrated neo4j, PostgreSQL and TimescaleDB to bring observability to farms and what I learned along the way. And there were a lot of “this time it works” moments.",Chris Engelbert,Full Session 30-45 min,Intermediate,,"Database, Other, Featured",Agriculture,,Accepted,30 Aug 2022 02:53 PM,441cca24-07ac-4e64-89d1-a42917288271
380439,Keyword Disambiguation Using Transformers and Clustering to Build Cleaner KGs,"Natural Language Processing is an indispensable toolkit to build Knowledge Graphs from unstructured data. However, it comes with a price. Keywords and entities in unstructured texts are ambiguous - the same concept can be expressed by many different linguistic variations. The resulting KG would thus be polluted with many nodes representing the same entity without any order. In this session, we show how the semantic similarity based on Transformers embeddings and agglomerative clustering can help in the domain of academic disciplines and research fields, and how Neo4j improves the browsing experience of this KG.",Federica Ventruto,Full Session 30-45 min,Intermediate,,"Knowledge Graph, Machine Learning, Visualization",General,,Accepted,31 Aug 2022 04:24 PM,bfd124d6-14d5-4993-9804-765901ccfd5b
375872,Java Driver 5.0.,"Discussing the upgrade to JDK 17 baseline.
Introducing the use of Java Module (Jigsaw)
And other improvements specific to Java driver 5.0
New reactive API and it's use of the Flow API.",Andrew Heap,Lighting Talk 10-15 min,Intermediate,,API/Drivers (Python,General,London,Accepted,19 Aug 2022 02:04 PM,2263817b-a1b6-4379-bde0-e08f044d795f
379610,Genealogy With Different Graph Technologies for Data Collection and Visualization,"This presentation is about graphs for humans. The use case is an individual project to collect and display genealogy information. 

TheBrain is a great User Interface to collect scraps of information as they show up in no specific order and easily relate them in a meaningful way, that is in a graph structure.
It’s great for data collection, but global visualisation of the graph is not appropriate, for example to visualise remote common ancestors .

So I wanted a tool that has a family tree specific layout algorithm,
and that can also display a portrait when available, 
as well as dates and places of birth and death because they are essential to keep track of who you‘re dealing with, as the data set becomes larger.
Gramps is an open source genealogy tool, with add-ons that can produce such visualisations.

Problem was theBrain graph model is not the same as the one used in gramps,
so Neo4j has been used as a pivot graph technology to convert the data graph structure.

The presentation will describe the data collection and export / import process from theBrain to gramps via Neo4j,
and give examples of different interesting uses of graph patterns, that is graph database queries.

We will also discuss visualisation issues and solutions for this genealogy graph use case,
among other things, for fine tuned calculus to make information of interest stand out, which can be used for many usecase.",Véronique Gendner,Full Session 30-45 min,Introductory and overview,,"Visualization, Cypher, Database, API/Drivers (Python",General,,Accepted,30 Aug 2022 09:05 AM,a7a84641-7fc8-4ff8-83f0-85cf5ade51c4
380269,From Node to Knowledge Graph Embeddings,"Every graph can be represented as an adjacency matrix. An adjacency matrix is a square matrix where the elements indicate whether pairs of nodes are connected.
Such a matrix can be regarded as a high-dimensional representation of the network. Now imagine you have a graph with a million nodes.
In an adjacency matrix, each node would be represented with a row in the matrix that has a million elements.
Suppose you want to train a machine learning model and somehow use the network structure information as an input feature.
Using the adjacency matrix as an input to your model could all sorts of problem from having too many input features to overfitting.
In practice, you often want to embed a node's local representation to compare nodes with similar neighborhood topology instead of using all relationships between nodes as a feature input.
Node embedding techniques try to solve these issues by learning lower-dimensional node representation for any given network.
The learned node representations or embeddings should automatically encode the network structure so that the similarity in the embedding space approximates the similarity in the network.
Additionally, knowledge graph embedding models aim to encode both the nodes as well as the relationships in the embedding space.
",Tomaz Bratanic,Full Session 30-45 min,"Intermediate, Introductory and overview",Not really any pre-requisities as the talk is a gentle high-level introduction to embeddings,"Graph Data Science, Analytics",General,,Accepted,31 Aug 2022 01:41 PM,72594a1b-20a0-471a-b997-9f889b527aba
375866,Introduction to the Async Python Driver,"Async programming as a paradigm has gained and still gains a lot of traction in the world of Python programming, especially, but not exclusively, in the realm of web development. Therefore and after plenty of requests from the community, the Neo4j team decided to provide an async version of the official Neo4j driver for Python. This feature has been recently released with version 5.0.

In this session, we'll dive into how to turn a sync Python application using the official Neo4j driver into an async one as well as some common pitfalls when writing async Python code and how that translates to the usage of our driver.

We'll also have a brief look at what async Python is an how it works. But due to the time restriction, previous knowledge is beneficial.",Andrew Heap,Lighting Talk 10-15 min,Introductory and overview,Familiarity with the Python driver,API/Drivers (Python,General,Malmö CET,Accepted,19 Aug 2022 01:51 PM,2263817b-a1b6-4379-bde0-e08f044d795f
375798,Neo4j Migrations: The Lean Way of Applying Database Refactorings to Neo4j,"Neo4j-Migrations https://github.com/michael-simons/neo4j-migrations has been created out of necessity:

- For integrating Spring Data Neo4j 6 with JHipster we have been looking for a dependency free tool to apply a couple of handful refactorings, like creating indexes and such
- We are trying to move people away from using the auto index manager in Neo4j-OGM. There is no such thing in SDN 6. The safer way is to run a handful of simple Cypher scripts

In early 2020 there was no tool that fitted the requirements:

- Dependency free (or almost dependency free)
- Working purely on the official Neo4j-Java-Driver (aka Bolt-Driver), and not wrapping in into JDBC

While Liquigraph / Liquibase is an excellent tool, it basically does the opposite of what we want: It brings in a ton of dependencies and the need to make people aquainted with the concept of JDBC-Driver over Bolt (or HTTP).

Neo4j-Migrations has been in production with JHipster since summer 2020 and has evolved ever since

- It can run Cypher-Scripts (with everything you can do in Cypher),
  either in one big transaction or one transaction per statement per script
- It can run Java-based migrations: You get programmatic access to a managed session
- It records all migrations in a simple Graph
- It can use different databases in Neo4j enterprise for storing the migration graph and actual target database
- It can be applied to multiple target databases
- It supports a broad variety of callbacks (refactorings that are always applied)

It has extensions for Spring Boot and Quarkus.
The Spring Boot extension is part of Neo4j-Ops-Manager.
The Quarkus extension fully supports native deployments.

Last but not least and we think it's the most important feature: It comes as a native binary CLI, perfect for use in CI/CD systems.
The CLI has everything you need to setup safe CI scenarios.",Michael Simons,Full Session 30-45 min,Intermediate,,"Database, Best Practices",General,Europe/Berlin,Accepted,19 Aug 2022 08:25 AM,44265607-c4bd-4a9b-b37b-5dc911517037
