Speaker Id,FirstName,LastName,TagLine,Bio,timezone,City,Country,Ninja,LinkedIn,Blog,Twitter,Company Website,Profile Picture
464292cc-de2d-43bc-a2ba-1ee281c1b128,Alexandros,Kanterakis,Researcher at Computational BioMedicine Laboratory (CBML) of ICS/FORTH,"Alexandros Kanterakis holds a PhD in Bioinformatics from the University of Groningen. Since 2014 he is working as a Collaborating Researcher in the Computational BioMedicine Laboratory (CBML) of ICS/FORTH. He is involved in Pharmaco-Genomics, clinical genetics, and population genetics studies. He is interested in open and reproducible science, Bioinformatics Workflow and FAIR principles. He commonly develops statistical, ML, visualization methods and APIs, databases and web services in the area of bioinformatics. He is the main developer of the Open Research Object repository and workflow Management System: openbio.eu
",GMT+2,,,Not checked,,,,,https://sessionize.com/image/f6ee-400o400o2-P1evDzzEdQyYMUp1apCRa7.png
4b11a1ff-1814-4ff8-ab96-7e84fab71f88,Christophe,Willemsen,CTO at GraphAware,"Christophe is CTO at GraphAware, the World's #1 Neo4j solutions and consultancy. Christophe implemented Enterprise Neo4j based solutions in different industries across the globe. He now focuses on the research and development of GraphAware expertise in various strategic Neo4j related technologies, ensuring GraphAware remains the worldwide go-to Graph company.",,,,Not checked,https://www.linkedin.com/in/christophe-willemsen-4a134a54/,https://graphaware.com,https://twitter.com/ikwattro,https://graphaware.com,https://sessionize.com/image/b1b4-400o400o2-6e740f43-05eb-4390-a2d6-018c73fb161f.jpg
4c0e8d6d-4231-40ec-b592-c3e4b22b5e6a,Nur Aini ,Rakhmawati,"Deputy head of Halal Centre and  associate professor of Information systems Department, Institut Teknologi Sepuluh Nopember Surabaya ","Nur Aini Rakhmawati is an associate professor of information systems department as well as deputy-head of the halal centre at the Institut Teknologi Sepuluh Nopember Surabaya (ITS) in Indonesia. She completed her Ph.D. at the Insight Centre for Data Analytics, NUI Galway, Ireland; her Master's at National Taiwan University of Science and Technology and her Bachelor's at ITS Surabaya. Her current research interests include knowledge graph, big data, and computer ethics. Nur is the founder of Linked Open Data halal (http://halal.addi.is.its.ac.id/). She has received a number of awards including a Graphie for Graph Community MVP Asia, ASEAN Scientist Leader Fellowship (2017),  Syster Pass It On Award (2011), Grace Hopper Scholarship (2008), N2Women Fellowship (2008), and Google Summer of Code (2007). Recently, she has been doing outreach to small and micro businesses around Halal Assurance System implementation. Last but not least, she loves coding and cooking in her tiny kitchen.",GMT+7,Surabaya,Indonesia,Not checked,,https://nurainir.github.io/,http://twitter.com/nuraini,http://halal.its.ac.id,https://sessionize.com/image/077f-400o400o2-Q5yiyTdG18nw7gVkVCKrbB.jpg
5085fdf0-ff6e-482e-a022-a10b1a4a7b84,Chaitra,Ravada,Machine Learning Engineer at Twitter,"Data Science professional with over 6 years of experience working in Data Science and Machine learning. Prior to Twitter, worked with Halodoc, Grofers, and Musigma. Worked on multiple problems including recommendation systems, demand forecasting, Target customer marketing, etc.",GMT+6,,,Not checked,https://www.linkedin.com/in/chaitra-ravada-51733997/,,https://twitter.com/chaitra_latha,,https://sessionize.com/image/22c4-400o400o2-So1E95QcJ7rhuYfJznKXRv.jpg
51ddf38c-f0f2-4863-ba9e-034340b53adf,Ben,Vozza,CTO at Crossr,"Experienced full-stack software engineer and ex-data scientist. Experienced with biomedical knowledge graphs, and helping scientists leverage them to analyse their experiments + discover novel insights.",,,,,https://www.linkedin.com/in/ben-vozza-a652b695/,,,https://www.crossr.co.uk,https://sessionize.com/image/ffe7-400o400o2-pHj4gWN8b5h8vZvQY57Uoh.jpg
51f8644e-4c5b-4ed1-86c9-e0b36572fc31,Siraj,Munir,"Data Scientist, AI Researcher, and Ph.D. Candidate","Siraj Munir is a data scientist and AI researcher who has been using graph technologies for the last six years to solve semantically and graphically real-world problems. He is also the CEO of Nerds Lab - KHI, a university lecturer, and a programmer. 

Siraj is currently working on a Ph.D. from the University of Urbino Carlo Bo, Italy. ",GMT+1,Urbino,Italy,Checked,https://www.linkedin.com/in/siraj-munir-2b59a7b5,,,,https://sessionize.com/image/8168-400o400o2-1d81c89e-a0d9-4552-8e39-5dfe504a9479.jpg
53019707-2a35-440f-bdd7-edcb50139926,Giuseppe,Villani,SW Developer at LARUS Business Automation (@AgileLARUS),I've started my journey into the world of computer science 5 years ago with a 3-year course in Web Design and Development. Recently I focused on Java and Javascript technologies.,,,,,https://www.linkedin.com/in/giuseppe-villani,,https://twitter.com/Giuseppe_V_1991,https://www.larus-ba.it/,https://sessionize.com/image/0b3b-400o400o2-dc076d8a-7d9a-4fe6-858a-16320a52b393.jpg
5305bb3a-0c0b-4203-bda0-d9e369e6d58b,Hugo,Firth,Cluster Wrangler at Neo4j,Hugo Firth is a distributed systems enthusiast and the lead of the clustering team at Neo4j (and erstwhile graph data researcher).,,,,Not checked,,,https://twitter.com/hugofirth,https://neo4j.com/,https://sessionize.com/image/afd0-400o400o2-436ca3dd-b2b1-406a-bb75-677b3361eeec.jpg
5c263c81-6614-4fb9-9de6-42b7a28c5973,Anthony,Krinsky,Developer and Advocate at Neo4j,Anthony Krinsky is a Neo4j developer and advocate.  He has spent more than 20 years in development and presales around the data analytics space.,,,,Not checked,https://www.linkedin.com/in/anthony-krinsky-438b19/,,,,https://sessionize.com/image/7653-400o400o2-XnNnteoL9B67RxuUPvr7hu.jpg
5ca47f97-1936-43d4-b627-643b3e8eec1c,Nicolas,Rouyer,Senior Pre-Sales Engineer at Neo4j,"Nicolas Rouyer is a Senior Pre-Sales Engineer at Neo4j, with 22 years of experience in IT. Nicolas previously worked at Orange, the leading telecom company, as a Big Data expert, and before that in various GSI companies. He is the author of the book ""Neo4j - A Graph Project Story"" and regularly broadcasts 10-minute Youtube videos in French on graph technology.",GMT+1,,,Not checked,https://www.linkedin.com/in/nicolas-rouyer-neo4j/,,https://twitter.com/rrrouyer,https://neo4j.com/,https://sessionize.com/image/551a-400o400o2-V2KB3zXUD8kbt9z4q2DqrX.jpg
5edd5ed9-58c4-4ddc-a26c-a2793f3acab7,Antonio,Alatorre,Team Head in Brownian Data Consulting Team,"Mathematical physicist and researcher as B. Sc. and M. Sc. in theoretical physics. Currently coursing a M. Sc. in Mathematics. Has over 10 years of experience in IT, software development and data science & analytics. Founder of Brownian Data consultancy Team, founder and managing partner of Nomadas (Software development house) and currently working on Grupo Guia Proptech holding a role as Chief Information Officer.",,,,,https://www.linkedin.com/in/antonioalatorre/,,,https://brownian.com.mx/,https://sessionize.com/image/a1a0-400o400o2-pBxy967BjzL6NoLceF6dSG.png
5fb59fe6-17b0-4cd0-b15e-26470087ceb9,Manuel,Gutierrez Novelo,"CEO, CTO and President","As an inventor and entrepreneur, Manuel Gutierrez Novelo has obtained multiple awards worldwide such as the Lumiere Award, Intel Innovation Award, the Intel Success Story, America Greatest Markers, and nominations for the Top 50 Most Innovative Technologies. His technology has been used by NASA, the Pentagon, Northrop Grumman, and various consumer electronics and Hollywood companies. 

His keynotes focus on artificial intelligence, the metaverse, and cryptocurrency, in addition to motivational talks on his story as a Mexican overcoming challenges to achieve his goals.

He enjoys speaking for keynotes, talks, and panels, and is flexible in his schedule for last-minute conferences. Manuel has given talks at MIT Tech, as well as keynotes for companies like Microsoft and Lenovo.  ",,,,Not checked,https://www.linkedin.com/in/manuelrgn,,https://twitter.com/gutierreznovelo,,https://sessionize.com/image/b9cd-400o400o2-aDiXXo5kRkN3ZSxmRutgkW.jpg
61b76d95-167a-4651-8f93-09aa69b307ab,Payel,Bhunia,Senior Software Engineer at ZF Group,"Payel Bhunia is a Senior Software Engineer at ZF Group, India. She has a total of 9 years experience in the IT industry. ","GMT+5, GMT+6",,,Not checked,https://www.linkedin.com/in/payel-bhunia/,https://medium.com/@bhunia.payel0301,,,https://sessionize.com/image/adad-400o400o2-acm9TuZvpxmcnibtfbdF2Z.jpg
64a88ccb-1aca-4215-8ae3-3edacccf5a05,Nadja,Müller,Team Lead of Cypher Surface at Neo4j,Nadja Müller is the Team Lead of Cypher Surface at Neo4j. She has been working at Neo4j since 2020.,GMT+1,,,Not checked,,,,,https://sessionize.com/image/c1c2-400o400o2-abpG5UbB8QmLkts2Ud6BcL.jpg
64c8dc40-38ad-4338-a7c0-7e20b2059456,Petra,Selmer,"Team Lead of the Query Languages Standards & Research Group, Neo4j","Dr. Petra Selmer is the Team Lead of the Query Languages Standards and Research group at Neo4j, undertaking research into graph query languages and language standards, with the aim of evolving and standardizing property graph querying. Under the auspices of ISO/IEC, Petra is currently part of the international standardization efforts to design a stand-alone graph query language, GQL (ISO/IEC 39075), as well as defining property graph query extensions for the next version of SQL (SQL/PGQ, ISO/IEC 9075-16). 

She is involved with the openCypher project at www.opencypher.org, and was part of the team designing and optimizing Neo4j’s Cypher query engine.

For many years, she worked as a consultant and developer in a variety of different domains and roles and has a Ph.D. in Computer Science from Birkbeck, University of London, where she researched flexible querying of graph-structured data.",GMT+0,,,Not checked,https://www.linkedin.com/in/petra-selmer-phd-61b291/,,,https://neo4j.com/,https://sessionize.com/image/7a99-400o400o2-7cc238a1-913e-45f3-bc28-16998f74d962.jpg
660a81bd-132b-497d-beb3-980e975c906e,Thomas,Wiss,"Software Engineer, GraphQL at Neo4j","(omitted, see reason above)",,,,Not checked,,,,,https://sessionize.com/image/0d6c-400o400o2-3Mq4RVrTLP7PPoCe2KkKHn.jpg
66726e07-256d-4ae1-b1f8-2b87c97c3546,Jason,Koo,Developer Advocate at Neo4j,"Jason Koo is Neo4j’s resident Python Developer Advocate. He started from mobile app development for Marketing and Financial Tech companies before transitioning to work on computer vision, then real-time messaging, and now graph technologies.",GMT+8,,,Not checked,https://www.linkedin.com/in/jason-koo-usa/,,,https://neo4j.com/,https://sessionize.com/image/b48a-400o400o2-XG2ApKuhCKtzfhmtKagxgh.jpg
681e2639-0241-41a1-9089-a88fbf14ce06,Mark,Needham,Developer Advocate at StarTree,"Mark Needham is an Apache Pinot advocate and developer relations engineer at StarTree. He previously worked as Developer Relations Engineer at Neo4j.

Apart from writing blog posts and creating videos, Mark is dedicated to the developer experience, simplifying the process of getting started by making tweaks to the product and documentation. Mark writes about his experiences working with all things data at markhneedham.com. He tweets at @markhneedham.",GMT+1,,,Not checked,,,https://twitter.com/markhneedham,,https://sessionize.com/image/000f-400o400o2-MHxkDdZsodXrwxmYLSB3pH.jpg
692610e7-ce83-47b0-8555-a1f951282ada,Sascha,Peukert,Software Engineer at Neo4j,"Sascha Peukert joined Neo4j as a software developer in 2017 as part of the Cypher team, working on implementing and optimizing new features in Neo4j Cypher and security. Since 2021 he has been working on the backend for Neo4j Ops Manager.",,,,Not checked,https://www.linkedin.com/in/sascha-peukert/,,https://twitter.com/SasPeuk,https://neo4j.com/,https://sessionize.com/image/8af6-400o400o2-d145899a-6d64-4610-9369-ce75d55442c3.jpg
6997adfc-e902-448d-9022-4b5fcd833a92,Shiny,Zhu,Developer Advocate at Neo4j,"Shiny Zhu is a member of the Developer Relations team at Neo4j. He focuses on helping developers learn and master graph technologies. He is also a full stack web developer. Shiny is based in Shanghai, China. ",GMT+8,,,Not checked,,,https://twitter.com/shinyzhu,,https://sessionize.com/image/dfa2-400o400o2-D78a13WPqzgL2uY7dsqn33.jpg
6b137aad-a0b6-4cfc-af8e-1f2cd1314474,Chris,Shelmerdine,Product Manager at Neo4j,"Joined Neo4j in 2020, having been Product Manager for Data Products at Temenos, along with a number of prior roles in Databases and Data Warehousing.",GMT+0,,,Not checked,,,,,https://sessionize.com/image/6fb9-400o400o2-7Pg32btKYq4qKoLYVP1Q6w.jpg
6e039472-b6f5-46cc-9ba1-8d6d9ac11a4f,Zihao,Zhang,Student at Tongji University,"Zihao Zhang's areas of expertise include machine learning, deep learning, computer vision, data mining, and embedded hardware. His video channel, ""AI With Buddy Zihao"" (https://space.bilibili.com/190078), offers video tutorials on these topics to help students who are new to AI and data science. 

He has earned a great reputation and influence in the open source community, in the Student Ambassador community, as well as in the Microsoft student club community. 

Representative work: 
Read AI paper from zero to hero.
Make your fun computer vision demos in 3 hours.
Stanford CS231N computer vision lectures in Chinese.",GMT+8,,,Checked,,https://space.bilibili.com/1900783,,https://space.bilibili.com/1900783,https://sessionize.com/image/7e77-400o400o2-wcGuVBjKuirxbn7v3EUXCN.png
7121c26b-ae5b-4514-8bc5-0d9806c59035,Giuseppe,Futia,"Senior Data Scientist, GraphAware","Giuseppe is Senior Data Scientist at GraphAware. He holds a Ph.D. in Computer Engineering from the Politecnico di Torino, where he explored Graph Representation Learning techniques to support the automatic building of Knowledge Graphs. In 10+ years he gained multidisciplinary experience in different areas, including research, software development, and communication both in academia and industry. He is passionate about Semantic Web, Machine Learning, and all the cutting-edge technologies to incorporate human knowledge into intelligent systems.",GMT+2,,,,,,,,https://sessionize.com/image/e7d5-400o400o2-31vJEqyh49o41KB6JahVd5.jpg
723ecc33-45c0-4a2f-b5f2-c6b1916f1438,Diogo,Viana,Full Stack Engineer at Finiam,"Diogo Viana is passionate about distributed systems and data science. As a full stack engineer, he helps build cool Fintech products at Finiam. Lately, his focus has been more directed to Web3 and blockchain. At the moment, he's trying to learn more about data visualization and analysis in the Web3 space. His language of preference is Elixir.",,,,Not checked,https://www.linkedin.com/in/josediogoviana/,,https://twitter.com/zediogoviana,https://finiam.com/,https://sessionize.com/image/8e63-400o400o2-EH2q3YLXJkFeqffrXjya5B.jpg
72594a1b-20a0-471a-b997-9f889b527aba,Tomaz,Bratanic,Graph Data Analyst,Tomaz Bratanic is a freelance graph data analyst and engineer who works with graphs and writes about various graph analytics approaches in his blog. He is particularly excited about the intersection of ML and graph technologies. ,GMT+1,,,Checked,https://www.linkedin.com/in/tomaz-bratanic-a58891127/,https://tbgraph.wordpress.com/,https://twitter.com/tb_tomaz,,https://sessionize.com/image/cd58-400o400o2-890b1629-3e97-4462-8851-bde3392c5952.jpg
73c43b1e-32d6-46a5-8786-a381743b7873,Sebastian,Daschner,Java Champion and Consultant,"Sebastian Daschner is a self-employed Java consultant, author, and trainer and is enthusiastic about programming and Java. He is the author of the book “Architecting Modern Java EE Applications.” Sebastian participates in open source standardization processes such as the JCP and the Eclipse Foundation, helping forming the future standards of Enterprise Java, and collaborating on various open source projects. For his contributions in the Java community and ecosystem ,he was recognized as a Java Champion, Oracle Developer Champion, and JavaOne Rockstar. Besides Java, Sebastian is a heavy user of cloud-native technologies and anything related to enterprise software. Sebastian evangelizes computer science practices on https://blog.sebastian-daschner.com, in his newsletter, podcast, and videos, and on Twitter via @DaschnerS.",,,,Checked,,https://blog.sebastian-daschner.com,https://twitter.com/DaschnerS,https://www.sebastian-daschner.com,https://sessionize.com/image/f0f4-400o400o2-MCjC3wTcVmfNUm5sHBLC7r.jpg
766604ab-d64f-4d9f-ba91-a63a132fc583,James,Bowkett,Technical Delivery Director at OpenCredo,"James Bowkett is the Technical Delivery Director at OpenCredo. He has over 20 years of experience as a lead developer delivering data-centric applications in the finance industry at various banks, hedge funds, and startups. 

He has presented at a number of industry conferences around data technologies. He cares deeply about design and building quality into the heart of all software and is a firm advocate of XP practices such as TDD and BDD.
",,,,Not checked,https://www.linkedin.com/in/jamesbowkett/,,https://twitter.com/techwob,https://opencredo.com/,https://sessionize.com/image/ddc2-400o400o2-3KqkkwVrGAwENKcDRDyBwK.jpg
76f093e2-1e24-435b-a81a-32bc2000c157,Arthur,Namias de Crasto,Compliance Officer ,To be provided,,,,Checked,,,,https://www.the-emgroup.com/team/arthur-namias-de-crasto/,https://sessionize.com/image/898c-400o400o2-HeBx9Q8uFjtn5sf7zeAdST.jpg
7cf3db6a-8c6a-45f5-9cf9-75eb5bfec4de,文杰,陈,"Documentation and Information Center, Chinese Academy of Chengdu","Wenjie Chen was born in 1990. He received the M.S. degrees from the Inner Mongolia University, China, in 2013. He is currently an Assistant Professor at the Chengdu Documentation and Information Center, China. His research interests include knowledge representation and Knowledge discovery.",GMT+8,,,,,,,,https://sessionize.com/image/c2b7-400o400o2-XsUCyPNfVJCKTKAHSeV7wr.jpg
7d607dd9-8f83-4556-addb-21a15d9429c5,Rik,Van Bruggen,Regional Vice President at Neo4j,"Rik Van Bruggen is a long time graph-veteran with lots of enthusiasm and drive to make graphs come to life EVERYWHERE. Rik has been a long time advocate of graphs in general, and Neo4j specifically - both from a technical and a business point of view. He is passionate about user success, his family, Belgian beers, and his bike.",GMT+1,,,Not checked,https://linkedin.com/in/rikvanbruggen,https://blog.bruggen.com/,https://twitter.com/rvanbruggen,https://www.neo4j.com,https://sessionize.com/image/9b29-400o400o2-H9KncSNbg1wrLfk5DZTTFT.jpg
7efae712-2d40-486f-86e8-423a0eaa1019,Ward,Cunningham,Creator of Wiki and the Federated Implementation,"Ward Cunningham has worked for and consulted to daring startups and huge corporations. He has served as CTO, Director, Fellow, Principal Engineer, and Inventor. He is best known for creating wiki. He leads an open-source project rebuilding wiki to solve more complex sharing situations addressing some of society's toughest problems. Ward founded movements in object-oriented, agile software, extreme programming, and pattern languages. He lives in Portland, Oregon and currently works at New Relic, Inc.",GMT+7,,,Not checked,,,https://twitter.com/WardCunningham,,https://sessionize.com/image/6b85-400o400o2-EAh4VWFjwvdjbQuvSyo75d.jpg
81b5e7dd-257e-458b-be16-ed5fff2c1377,Mattia,Zaratin,Larus B.A. - Frontend & Data Visualization,"Mattia is a pragmatic and passionate IT-expert in software development and senior consultant on Big Data and NoSQL technologies. In his spare time, he likes to cultivate his passion for Gym and Sports in general.",,,,,https://www.linkedin.com/in/mattia-zaratin-485573100/,,https://twitter.com/MattiaZaratin,https://www.larus-ba.it/,https://sessionize.com/image/f28a-400o400o2-W31DhEfx3fVguSi3WhsKDv.png
81f7ea5b-eae1-4a45-90ec-323aec82cf1d,Samuel,Chalvet,Senior Consultant at Graphable,"Samuel Chalvet is a Senior Consultant at Graphable. He has a BA in Computer Science and has experience in software and mobile app development. He coordinated projects while working at Bosch, and he delights in problem-solving and surmounting challenges. Sam is a native French and English speaker. He loves to read, play strategy games, cook, and discover other cultures.",,,,Not checked,https://www.linkedin.com/in/samuel-chalvet-61a6895b/,,,https://www.graphable.ai/,https://sessionize.com/image/f5f4-400o400o2-189974c5-72ad-41ba-8949-8bd239a72ef7.jpg
8226969d-7964-4e21-8e33-78188e8f6423,Emil,Pastor,Solution Architect at Neo4j,"Emil Pastor is a Solution Architect at Neo4j based in Sydney. He has been a data and AI professional, enabling organizations in various industries through strategy, architecture, use case delivery, and capability building to support stakeholders and client data professionals in leveraging their data assets. Prior to working at Neo4j, he worked as an Architect and Consultant for organizations like Microsoft, McKinsey & Company (QuantumBlack), EY, and Teradata.",,,,Not checked,https://www.linkedin.com/in/emillaurencepastor/,,,https://neo4j.com/,https://sessionize.com/image/e238-400o400o2-pFJDV4dENWyPJrXErSghg5.jpg
85612b2a-6903-46a6-a8dc-8a17e79ab953,Nicholas,Christakis,Social Scientist and Physician at Yale University ,"Nicholas A. Christakis, M.D., Ph.D., MPH, is a social scientist and physician at Yale University. He conducts research in the fields of network science, biosocial science, and behavior genetics. His current work focuses on how human biology and health affect, and are affected by, social interactions and social networks. He directs the Human Nature Lab and is the Co-Director of the Yale Institute for Network Science. He is the Sterling Professor of Social and Natural Science, appointed in the Departments of Sociology, Medicine, Ecology and Evolutionary Biology, Biomedical Engineering, and the School of Management.

One body of work in his lab focuses on how health and health behavior in one person can influence analogous outcomes in a person’s social network. This work involves the application of statistical and mathematical models to understand the dynamics of diverse phenomena in longitudinally evolving networks. A related body of work uses experiments to examine the spread of altruism, emotions, and health behaviors along network connections online and offline, including with large-scale field trials in the developing world directed at improving public health (e.g., in Honduras and India). His lab has also examined the genetic and evolutionary determinants of social network structure, showing that social interactions have shaped our genome, with related projects that have mapped networks of populations in Tanzania and Sudan who live as all humans did 10,000 years ago. His most recent work has used artificial intelligence (AI) agents (“bots"") to affect social processes online.

Dr. Christakis is the author of over 200 articles and several books. His influential book, Connected: The Surprising Power of Our Social Networks and How They Shape Our Lives, documented how social networks affect our lives and was translated into twenty foreign languages. His most recent book, Blueprint: The Evolutionary Origins of a Good Society, was published in March 2019 and is slated to appear in German, Chinese, Dutch, Greek, and other languages.

Dr. Christakis received his BS from Yale in 1984, his MD from Harvard Medical School and his MPH from the Harvard School of Public Health in 1989, and his Ph.D. from the University of Pennsylvania in 1995. He was elected to the National Academy of Medicine in 2006; the American Association for the Advancement of Science in 2010; and the American Academy of Arts and Sciences in 2017.

In 2009, Christakis was named by Time magazine to their annual list of the 100 most influential people in the world. In 2009 and 2010 he was listed by Foreign Policy magazine in their annual list of Top 100 Global Thinkers.",GMT-4,,,Not checked,https://www.linkedin.com/in/nicholas-christakis-07a01ba5/,,https://twitter.com/nachristakis,https://www.humannaturelab.net/,https://sessionize.com/image/b2da-400o400o2-DeP7AybJdFAMq4vQkAai8r.jpg
86fcbe5d-9fa7-4df5-b248-63729d3b8b28,Luke,Gannon,Product Manager at Neo4j,i cant find the updated marketing versions they released,GMT+0,,,Not checked,,,,,https://sessionize.com/image/0ff1-400o400o2-4uFMqKdhrvrM7i7Sgb6TPf.jpg
8804f562-a13a-4a03-922a-17e51d90bc3d,Dagmar,Waltemath,Professor of Medical Informatics at University Medicine Greifswald,I am a computer scientist bei training with a specialisation in Databases and Information System. I am highly interested in how graph databases can lead to better data integration and exploration. ,GMT+1,,,Not checked,https://www.linkedin.com/in/dagmarwaltemath/,,https://twitter.com/dagmarwaltemath,https://www.medizin.uni-greifswald.de/medizininformatik/,https://sessionize.com/image/6266-400o400o2-DbJKwrb7EsM92VJX8aDBZQ.jpg
8bf81894-647b-4593-897c-a67a3ccad5e0,Michal,Štefaňák,"Software developer, technologies specialist and problem solver","PHP Bolt driver author and winner of Graphie Award 2021 MVP Ecosystem. Originally from Slovakia. He learned first programming language at age 12 and he works with technologies for over 20 years. He has experiences with multiple programming languages and he worked in different IT areas like software development, web development, game development and XR. He has also multiple experiences in other areas related to IT like manufacturing machines, robots, CNC machines and automatization. Specialist for solving unsolvable problems.",GMT+2,Zelenecká Lhota,Czechia,Not checked,https://www.linkedin.com/in/michalstefanak/,,,,https://sessionize.com/image/9483-400o400o2-EGvjghETJ1C4sQ7tg2fxZB.jpg
8c150888-fc0b-4cb8-b155-1cb45c037fa5,Adam,Turner,Macquarie University PhD student,I love graphs,,,,,,,,,https://sessionize.com/image/27ce-400o400o2-MoD3kYMd1bnTV8ozFNtuw7.jpg
8f2fc841-44f5-4cc2-9e23-addd9c17a6fb,Gal,Engelberg,Applied Research Team Lead at Accenture Israel Cyber R&D Lab,"Gal is an Applied Research Team Lead at Accenture Israel Cyber R&D Lab. He is an experienced data scientist with a demonstrated history of converting data into actions and building cutting-edge technologies across various industries, especially in the cybersecurity space. His recent research projects focused on the use of knowledge graphs, graph data science algorithms, and process-mining techniques to infer what is the business impact of cyber attacks on organizations. Gal enjoys watching Netflix, reading books, listening to political podcasts, and spending quality time with his family.",,,,Checked,https://www.linkedin.com/in/gal-engelberg/,,https://twitter.com/EngelbergGal,,https://sessionize.com/image/a82d-400o400o2-fbEp5vBkDWDcdcgqKMMNVy.jpg
920cf3dc-47e1-4a59-b500-532b1f10c0f9,Koji,Annoura,"Neo4j Ninja, CTO at UTI, Inc. ","Koji Annoura has over 40 years of experience as a full-stack developer.

He has been working in Agile software development since 2009 and is one of the founders of the ""Neo4j Users Group Tokyo"" in Japan. He is also a founding member of the ""Apache Hop User Group Japan"" since 2021.

Koji has been involved in the Agile transformation of many companies and teams and the implementation of Agile and scrum. He is one of the authors of ""The Practical Guide to MacOS X Server.""",GMT+9,Fukuoka,Japan,Checked,https://www.linkedin.com/in/kojiannoura/,https://annoura.com,https://twitter.com/kojiannoura,https://uti-inc.com/,https://sessionize.com/image/3140-400o400o2-D78g36ew5QtQNn1tnaatXY.jpg
97eb3592-af47-4fd5-b884-3a8006e0fa1e,Ajmal,Aziz,Senior Solutions Engineer at Databricks,Ajmal is a Senior Solutions Engineer at Databricks. Prior to joining Databricks he was at the University of Cambridge researching Graph Neural Networks and spends most of his weekends combining his passion for distributed data processing and machine learning. Ajmal works with Startups at Databricks so please free to reach out if you're keen in learning more about how Databricks and Lakehouse can scale your business.,,,,,https://www.linkedin.com/in/abdul-aziz-physics/,https://github.com/grandintegrator,https://twitter.com/_ajmal_aziz,https://databricks.com/,https://sessionize.com/image/8981-400o400o2-a640d27f-f438-4838-8e50-9d9988ec6493.jpg
981b020c-2eb8-422c-be5c-7775a375982b,Michael,Bandor,"Senior Software Engineer at Software Engineering Institute (SEI), Carnegie Mellon University","Michael S. Bandor is a Senior Software Engineer in the Software Solutions Division of the Software Engineering Institute (SEI) at Carnegie Mellon University.  He has more than 32 years of experience with DoD systems including business systems, command and control systems, satellite systems, and ground-based radar systems. Prior to joining the SEI in 2005, he spent 22+ years in the US Air Force as an enlisted computer programmer with various assignments across the US and England. He has a Bachelor of Science Degree (Software Engineering) from Weber State University.",,,,Not checked,,,,http://www.sei.cmu.edu,https://sessionize.com/image/193b-400o400o2-EmTXtzevKdRVHaqoruh1Ji.jpg
9ba49328-e8f4-41ab-b477-31964eed842e,Ghlen,Nagels,Web Developer and Graph Database Consultant,"Ghlen Nagels is a Web Developer and Graph Database Consultant. He maintains the Neo4j PHP driver, helps with many other open source projects and is involved with multiple startups and corporate projects. You’ll likely find him running on the trails or enjoying some of his local favourite Belgian beers with his friends when he is not behind his keyboard.",,,,Checked,https://www.linkedin.com/in/ghlen/,https://medium.com/@ghlen,https://twitter.com/ghlennagels,,https://sessionize.com/image/9e05-400o400o2-LrSYqyoUA3of9pvQD8LPR2.jpg
9d948aef-b5e4-4e6c-b7e0-7261242f0fa3,Mike,Morley,Director of Machine Learning and Artificial Intelligence Technology Arcurve Inc.,"Mike Morley is Director of AI/ML Strategy with Arcurve’s Advanced Analytics team. He developed his first knowledge system in 1986 and has been developing software designed to augment the abilities of people, organizations and industries ever since. Leveraging a degree in Geological Engineering, Mike has spent the past 25 focusing on addressing the needs of engineers, data scientists, and analysts across the Environmental, Mining, Oil and Gas industries with innovative software solutions and technology inventions. He is a sought-after speaker on the subject of innovation, data and machine learning as applied to environmental and engineering industries. He speaks at a range of forums and events including technical forums such as Data for Good, R Users Group, Women in Big Data and at executive events to provide strategic insight to executive teams on innovation and digital transformation strategies.
",GMT-7,,,Not checked,https://www.linkedin.com/in/mikemorley/,https://www.arcurve.com/blog,,https://www.arcurve.com,https://sessionize.com/image/0484-400o400o2-NcjrzduSiZazRAAaeKg3gT.jpg
a01c277e-2dc7-4ccb-86da-db5dc72f3223,Yogi,Schulz,"Corvelle Consulting, Senior Consultant","Yogi Schulz founded Corvelle Consulting. The firm specializes in project management and information technology-related management consulting in the upstream oil & gas industry. In recent years, Yogi has advised on using data analytics for business value.
Mr. Schulz has 40 years of Information Systems experience, of which over 35 have been spent as a consultant. He holds a B. Comm. from The University of Calgary. He is a member of PMI and CIPS and holds its ISP designation. 
Yogi has presented at many conferences, including oil & gas conferences. Yogi writes a monthly blog at ITWorldCanada.com. Yogi served as a member of the Board of Directors of the PPDM Association. He has written monthly columns for Computing Canada and The Calgary Herald that address IT management issues.",,,,,https://www.linkedin.com/in/yogischulz/,https://www.itworldcanada.com/author/yogischulz,,https://www.corvelle.com/,https://sessionize.com/image/913a-400o400o2-9xUC5iQCMYaZdKtRHWy669.jpg
