year,category,overallMotivation,id,firstname,surname,motivation,share
2001,chemistry,,743,Barry,Sharpless,"""for his work on chirally catalysed oxidation reactions""",2
2001,economics,,744,"George A.",Akerlof,"""for their analyses of markets with asymmetric information""",3
2001,economics,,745,"A. Michael",Spence,"""for their analyses of markets with asymmetric information""",3
2001,economics,,746,"Joseph E.",Stiglitz,"""for their analyses of markets with asymmetric information""",3
2001,literature,,747,"V. S.",Naipaul,"""for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories""",1
2001,peace,,748,"United Nations",,"""for their work for a better organized and more peaceful world""",2
2001,peace,,749,Kofi,Annan,"""for their work for a better organized and more peaceful world""",2
2001,physics,,738,Eric,Cornell,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms and for early fundamental studies of the properties of the condensates""",3
2001,physics,,739,Wolfgang,Ketterle,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms and for early fundamental studies of the properties of the condensates""",3
2001,physics,,740,Carl,Wieman,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms and for early fundamental studies of the properties of the condensates""",3
2001,medicine,,737,"Sir Paul",Nurse,"""for their discoveries of key regulators of the cell cycle""",3
2001,medicine,,735,Leland,Hartwell,"""for their discoveries of key regulators of the cell cycle""",3
2001,medicine,,736,Tim,Hunt,"""for their discoveries of key regulators of the cell cycle""",3
2000,chemistry,,729,Alan,Heeger,"""for the discovery and development of conductive polymers""",3
2000,chemistry,,730,Alan,MacDiarmid,"""for the discovery and development of conductive polymers""",3
2000,chemistry,,731,Hideki,Shirakawa,"""for the discovery and development of conductive polymers""",3
2000,economics,,732,"James J.",Heckman,"""for his development of theory and methods for analyzing selective samples""",2
2000,economics,,733,"Daniel L.",McFadden,"""for his development of theory and methods for analyzing discrete choice""",2
2000,literature,,734,Xingjian,Gao,"""for an œuvre of universal validity bitter insights and linguistic ingenuity which has opened new paths for the Chinese novel and drama""",1
2000,peace,,725,Kim,Dae-jung,"""for his work for democracy and human rights in South Korea and in East Asia in general and for peace and reconciliation with North Korea in particular""",1
2000,physics,"""for basic work on information and communication technology""",726,Zhores,Alferov,"""for developing semiconductor heterostructures used in high-speed- and opto-electronics""",4
2000,physics,"""for basic work on information and communication technology""",727,Herbert,Kroemer,"""for developing semiconductor heterostructures used in high-speed- and opto-electronics""",4
2000,physics,"""for basic work on information and communication technology""",728,Jack,Kilby,"""for his part in the invention of the integrated circuit""",2
2000,medicine,,722,Arvid,Carlsson,"""for their discoveries concerning signal transduction in the nervous system""",3
2000,medicine,,723,Paul,Greengard,"""for their discoveries concerning signal transduction in the nervous system""",3
2000,medicine,,724,Eric,Kandel,"""for their discoveries concerning signal transduction in the nervous system""",3
1999,chemistry,,292,Ahmed,Zewail,"""for his studies of the transition states of chemical reactions using femtosecond spectroscopy""",1
1999,economics,,720,Robert,Mundell,"""for his analysis of monetary and fiscal policy under different exchange rate regimes and his analysis of optimum currency areas""",1
1999,literature,,676,Günter,Grass,"""whose frolicsome black fables portray the forgotten face of history""",1
1999,peace,,568,"Doctors Without Borders",,"""in recognition of the organisation's pioneering humanitarian work on several continents""",1
1999,physics,,158,Gerardus,"'t Hooft","""for elucidating the quantum structure of electroweak interactions in physics""",2
1999,physics,,159,"Martinus J.G.",Veltman,"""for elucidating the quantum structure of electroweak interactions in physics""",2
1999,medicine,,461,Günter,Blobel,"""for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell""",1
1998,chemistry,,290,Walter,Kohn,"""for his development of the density-functional theory""",2
1998,chemistry,,291,John,Pople,"""for his development of computational methods in quantum chemistry""",2
1998,economics,,719,Amartya,Sen,"""for his contributions to welfare economics""",1
1998,literature,,675,José,Saramago,"""who with parables sustained by imagination compassion and irony continually enables us once again to apprehend an elusory reality""",1
1998,peace,,566,John,Hume,"""for their efforts to find a peaceful solution to the conflict in Northern Ireland""",2
1998,peace,,567,David,Trimble,"""for their efforts to find a peaceful solution to the conflict in Northern Ireland""",2
1998,physics,,155,"Robert B.",Laughlin,"""for their discovery of a new form of quantum fluid with fractionally charged excitations""",3
1998,physics,,156,"Horst L.",Störmer,"""for their discovery of a new form of quantum fluid with fractionally charged excitations""",3
1998,physics,,157,"Daniel C.",Tsui,"""for their discovery of a new form of quantum fluid with fractionally charged excitations""",3
1998,medicine,,458,"Robert F.",Furchgott,"""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""",3
1998,medicine,,459,"Louis J.",Ignarro,"""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""",3
1998,medicine,,460,Ferid,Murad,"""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""",3
1997,chemistry,,287,"Paul D.",Boyer,"""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)""",4
1997,chemistry,,288,"John E.",Walker,"""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)""",4
1997,chemistry,,289,"Jens C.",Skou,"""for the first discovery of an ion-transporting enzyme Na+ K+ -ATPase""",2
1997,economics,,717,"Robert C.",Merton,"""for a new method to determine the value of derivatives""",2
1997,economics,,718,Myron,Scholes,"""for a new method to determine the value of derivatives""",2
1997,literature,,674,Dario,Fo,"""who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden""",1
1997,peace,,564,"International Campaign to Ban Landmines",,"""for their work for the banning and clearing of anti-personnel mines""",2
1997,peace,,565,Jody,Williams,"""for their work for the banning and clearing of anti-personnel mines""",2
1997,physics,,152,Steven,Chu,"""for development of methods to cool and trap atoms with laser light""",3
1997,physics,,153,Claude,Cohen-Tannoudji,"""for development of methods to cool and trap atoms with laser light""",3
1997,physics,,154,"William D.",Phillips,"""for development of methods to cool and trap atoms with laser light""",3
1997,medicine,,457,"Stanley B.",Prusiner,"""for his discovery of Prions - a new biological principle of infection""",1
1996,chemistry,,284,"Robert F.","Curl Jr.","""for their discovery of fullerenes""",3
1996,chemistry,,285,"Sir Harold",Kroto,"""for their discovery of fullerenes""",3
1996,chemistry,,286,"Richard E.",Smalley,"""for their discovery of fullerenes""",3
1996,economics,,715,"James A.",Mirrlees,"""for their fundamental contributions to the economic theory of incentives under asymmetric information""",2
1996,economics,,716,William,Vickrey,"""for their fundamental contributions to the economic theory of incentives under asymmetric information""",2
1996,literature,,673,Wislawa,Szymborska,"""for poetry that with ironic precision allows the historical and biological context to come to light in fragments of human reality""",1
1996,peace,,562,"Carlos Filipe Ximenes",Belo,"""for their work towards a just and peaceful solution to the conflict in East Timor""",2
1996,peace,,563,José,Ramos-Horta,"""for their work towards a just and peaceful solution to the conflict in East Timor""",2
1996,physics,,149,"David M.",Lee,"""for their discovery of superfluidity in helium-3""",3
1996,physics,,150,"Douglas D.",Osheroff,"""for their discovery of superfluidity in helium-3""",3
1996,physics,,151,"Robert C.",Richardson,"""for their discovery of superfluidity in helium-3""",3
1996,medicine,,455,"Peter C.",Doherty,"""for their discoveries concerning the specificity of the cell mediated immune defence""",2
1996,medicine,,456,"Rolf M.",Zinkernagel,"""for their discoveries concerning the specificity of the cell mediated immune defence""",2
1995,chemistry,,281,"Paul J.",Crutzen,"""for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone""",3
1995,chemistry,,282,"Mario J.",Molina,"""for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone""",3
1995,chemistry,,283,"F. Sherwood",Rowland,"""for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone""",3
1995,economics,,714,"Robert E.","Lucas Jr.","""for having developed and applied the hypothesis of rational expectations and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy""",1
1995,literature,,672,Seamus,Heaney,"""for works of lyrical beauty and ethical depth which exalt everyday miracles and the living past""",1
1995,peace,,560,Joseph,Rotblat,"""for their efforts to diminish the part played by nuclear arms in international politics and in the longer run to eliminate such arms""",2
1995,peace,,561,"Pugwash Conferences on Science and World Affairs",,"""for their efforts to diminish the part played by nuclear arms in international politics and in the longer run to eliminate such arms""",2
1995,physics,"""for pioneering experimental contributions to lepton physics""",147,"Martin L.",Perl,"""for the discovery of the tau lepton""",2
1995,physics,"""for pioneering experimental contributions to lepton physics""",148,Frederick,Reines,"""for the detection of the neutrino""",2
1995,medicine,,452,"Edward B.",Lewis,"""for their discoveries concerning the genetic control of early embryonic development""",3
1995,medicine,,453,Christiane,Nüsslein-Volhard,"""for their discoveries concerning the genetic control of early embryonic development""",3
1995,medicine,,454,"Eric F.",Wieschaus,"""for their discoveries concerning the genetic control of early embryonic development""",3
1994,chemistry,,280,"George A.",Olah,"""for his contribution to carbocation chemistry""",1
1994,economics,,711,"John C.",Harsanyi,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",3
1994,economics,,712,"John F.","Nash Jr.","""for their pioneering analysis of equilibria in the theory of non-cooperative games""",3
1994,economics,,713,Reinhard,Selten,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",3
1994,literature,,671,Kenzaburo,Oe,"""who with poetic force creates an imagined world where life and myth condense to form a disconcerting picture of the human predicament today""",1
1994,peace,,557,Yasser,Arafat,"""for their efforts to create peace in the Middle East""",3
1994,peace,,558,Shimon,Peres,"""for their efforts to create peace in the Middle East""",3
1994,peace,,559,Yitzhak,Rabin,"""for their efforts to create peace in the Middle East""",3
1994,physics,"""for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter""",145,"Bertram N.",Brockhouse,"""for the development of neutron spectroscopy""",2
1994,physics,"""for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter""",146,"Clifford G.",Shull,"""for the development of the neutron diffraction technique""",2
1994,medicine,,450,"Alfred G.",Gilman,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",2
1994,medicine,,451,Martin,Rodbell,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",2
1993,chemistry,"""for contributions to the developments of methods within DNA-based chemistry""",278,"Kary B.",Mullis,"""for his invention of the polymerase chain reaction (PCR) method""",2
1993,chemistry,"""for contributions to the developments of methods within DNA-based chemistry""",279,Michael,Smith,"""for his fundamental contributions to the establishment of oligonucleotide-based site-directed mutagenesis and its development for protein studies""",2
1993,economics,,709,"Robert W.",Fogel,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",2
1993,economics,,710,"Douglass C.",North,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",2
1993,literature,,670,Toni,Morrison,"""who in novels characterized by visionary force and poetic import gives life to an essential aspect of American reality""",1
1993,peace,,555,Nelson,Mandela,"""for their work for the peaceful termination of the apartheid regime and for laying the foundations for a new democratic South Africa""",2
1993,peace,,556,F.W.,"de Klerk","""for their work for the peaceful termination of the apartheid regime and for laying the foundations for a new democratic South Africa""",2
1993,physics,,143,"Russell A.",Hulse,"""for the discovery of a new type of pulsar a discovery that has opened up new possibilities for the study of gravitation""",2
1993,physics,,144,"Joseph H.","Taylor Jr.","""for the discovery of a new type of pulsar a discovery that has opened up new possibilities for the study of gravitation""",2
1993,medicine,,448,"Richard J.",Roberts,"""for their discoveries of split genes""",2
1993,medicine,,449,"Phillip A.",Sharp,"""for their discoveries of split genes""",2
1992,chemistry,,277,"Rudolph A.",Marcus,"""for his contributions to the theory of electron transfer reactions in chemical systems""",1
1992,economics,,708,Gary,Becker,"""for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction including nonmarket behaviour""",1
1992,literature,,669,Derek,Walcott,"""for a poetic oeuvre of great luminosity sustained by a historical vision the outcome of a multicultural commitment""",1
1992,peace,,554,Rigoberta,"Menchú Tum","""for her struggle for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples""",1
1992,physics,,142,Georges,Charpak,"""for his invention and development of particle detectors in particular the multiwire proportional chamber""",1
1992,medicine,,446,"Edmond H.",Fischer,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",2
1992,medicine,,447,"Edwin G.",Krebs,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",2
1991,chemistry,,276,"Richard R.",Ernst,"""for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy""",1
1991,economics,,707,"Ronald H.",Coase,"""for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy""",1
1991,literature,,668,Nadine,Gordimer,"""who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity""",1
1991,peace,,553,"Aung San Suu Kyi",,"""for her non-violent struggle for democracy and human rights""",1
1991,physics,,141,Pierre-Gilles,"de Gennes","""for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter in particular to liquid crystals and polymers""",1
1991,medicine,,444,Erwin,Neher,"""for their discoveries concerning the function of single ion channels in cells""",2
1991,medicine,,445,Bert,Sakmann,"""for their discoveries concerning the function of single ion channels in cells""",2
1990,chemistry,,275,"Elias James",Corey,"""for his development of the theory and methodology of organic synthesis""",1
1990,economics,,704,"Harry M.",Markowitz,"""for their pioneering work in the theory of financial economics""",3
1990,economics,,705,"Merton H.",Miller,"""for their pioneering work in the theory of financial economics""",3
1990,economics,,706,"William F.",Sharpe,"""for their pioneering work in the theory of financial economics""",3
1990,literature,,667,Octavio,Paz,"""for impassioned writing with wide horizons characterized by sensuous intelligence and humanistic integrity""",1
1990,peace,,552,Mikhail,Gorbachev,"""for the leading role he played in the radical changes in East-West relations""",1
1990,physics,,138,"Jerome I.",Friedman,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics""",3
1990,physics,,139,"Henry W.",Kendall,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics""",3
1990,physics,,140,"Richard E.",Taylor,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics""",3
1990,medicine,,442,"Joseph E.",Murray,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",2
1990,medicine,,443,"E. Donnall",Thomas,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",2
1989,chemistry,,273,Sidney,Altman,"""for their discovery of catalytic properties of RNA""",2
1989,chemistry,,274,"Thomas R.",Cech,"""for their discovery of catalytic properties of RNA""",2
1989,economics,,703,Trygve,Haavelmo,"""for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures""",1
1989,literature,,666,"Camilo José",Cela,"""for a rich and intensive prose which with restrained compassion forms a challenging vision of man's vulnerability""",1
1989,peace,,551,Lhamo,Thondup,"""for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people""",1
1989,physics,,135,"Norman F.",Ramsey,"""for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks""",2
1989,physics,,136,"Hans G.",Dehmelt,"""for the development of the ion trap technique""",4
1989,physics,,137,Wolfgang,Paul,"""for the development of the ion trap technique""",4
1989,medicine,,440,"J. Michael",Bishop,"""for their discovery of the cellular origin of retroviral oncogenes""",2
1989,medicine,,441,"Harold E.",Varmus,"""for their discovery of the cellular origin of retroviral oncogenes""",2
1988,chemistry,,270,Johann,Deisenhofer,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",3
1988,chemistry,,271,Robert,Huber,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",3
1988,chemistry,,272,Hartmut,Michel,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",3
1988,economics,,702,Maurice,Allais,"""for his pioneering contributions to the theory of markets and efficient utilization of resources""",1
1988,literature,,665,Naguib,Mahfouz,"""who through works rich in nuance - now clear-sightedly realistic now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind""",1
1988,peace,,550,"United Nations Peacekeeping Forces",,"""for preventing armed clashes and creating conditions for negotiations""",1
1988,physics,,132,"Leon M.",Lederman,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",3
1988,physics,,133,Melvin,Schwartz,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",3
1988,physics,,134,Jack,Steinberger,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",3
1988,medicine,,437,"Sir James W.",Black,"""for their discoveries of important principles for drug treatment""",3
1988,medicine,,438,"Gertrude B.",Elion,"""for their discoveries of important principles for drug treatment""",3
1988,medicine,,439,"George H.",Hitchings,"""for their discoveries of important principles for drug treatment""",3
1987,chemistry,,267,"Donald J.",Cram,"""for their development and use of molecules with structure-specific interactions of high selectivity""",3
1987,chemistry,,268,Jean-Marie,Lehn,"""for their development and use of molecules with structure-specific interactions of high selectivity""",3
1987,chemistry,,269,"Charles J.",Pedersen,"""for their development and use of molecules with structure-specific interactions of high selectivity""",3
1987,economics,,701,"Robert M.",Solow,"""for his contributions to the theory of economic growth""",1
1987,literature,,664,Joseph,Brodsky,"""for an all-embracing authorship imbued with clarity of thought and poetic intensity""",1
1987,peace,,549,Oscar,"Arias Sánchez","""for his work for lasting peace in Central America""",1
1987,physics,,130,"J. Georg",Bednorz,"""for their important break-through in the discovery of superconductivity in ceramic materials""",2
1987,physics,,131,"K. Alex",Müller,"""for their important break-through in the discovery of superconductivity in ceramic materials""",2
1987,medicine,,436,Susumu,Tonegawa,"""for his discovery of the genetic principle for generation of antibody diversity""",1
1986,chemistry,,264,"Dudley R.",Herschbach,"""for their contributions concerning the dynamics of chemical elementary processes""",3
1986,chemistry,,265,"Yuan T.",Lee,"""for their contributions concerning the dynamics of chemical elementary processes""",3
1986,chemistry,,266,"John C.",Polanyi,"""for their contributions concerning the dynamics of chemical elementary processes""",3
1986,economics,,700,"James M.","Buchanan Jr.","""for his development of the contractual and constitutional bases for the theory of economic and political decision-making""",1
1986,literature,,663,Wole,Soyinka,"""who in a wide cultural perspective and with poetic overtones fashions the drama of existence""",1
1986,peace,,548,Elie,Wiesel,"""for being a messenger to mankind: his message is one of peace atonement and dignity""",1
1986,physics,,127,Ernst,Ruska,"""for his fundamental work in electron optics and for the design of the first electron microscope""",2
1986,physics,,128,Gerd,Binnig,"""for their design of the scanning tunneling microscope""",4
1986,physics,,129,Heinrich,Rohrer,"""for their design of the scanning tunneling microscope""",4
1986,medicine,,434,Stanley,Cohen,"""for their discoveries of growth factors""",2
1986,medicine,,435,Rita,Levi-Montalcini,"""for their discoveries of growth factors""",2
1985,chemistry,,262,"Herbert A.",Hauptman,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",2
1985,chemistry,,263,Jerome,Karle,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",2
1985,economics,,699,Franco,Modigliani,"""for his pioneering analyses of saving and of financial markets""",1
1985,literature,,662,Claude,Simon,"""who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition""",1
1985,peace,,547,"International Physicians for the Prevention of Nuclear War",,"""for spreading authoritative information and by creating awareness of the catastrophic consequences of nuclear war""",1
1985,physics,,126,Klaus,"von Klitzing","""for the discovery of the quantized Hall effect""",1
1985,medicine,,432,"Michael S.",Brown,"""for their discoveries concerning the regulation of cholesterol metabolism""",2
1985,medicine,,433,"Joseph L.",Goldstein,"""for their discoveries concerning the regulation of cholesterol metabolism""",2
1984,chemistry,,261,Bruce,Merrifield,"""for his development of methodology for chemical synthesis on a solid matrix""",1
1984,economics,,698,Richard,Stone,"""for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis""",1
1984,literature,,661,Jaroslav,Seifert,"""for his poetry which endowed with freshness sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man""",1
1984,peace,,546,Desmond,Tutu,"""for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in South Africa""",1
1984,physics,,124,Carlo,Rubbia,"""for their decisive contributions to the large project which led to the discovery of the field particles W and Z communicators of weak interaction""",2
1984,physics,,125,Simon,"van der Meer","""for their decisive contributions to the large project which led to the discovery of the field particles W and Z communicators of weak interaction""",2
1984,medicine,,429,"Niels K.",Jerne,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",3
1984,medicine,,430,"Georges J.F.",Köhler,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",3
1984,medicine,,431,César,Milstein,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",3
1983,chemistry,,260,Henry,Taube,"""for his work on the mechanisms of electron transfer reactions especially in metal complexes""",1
1983,economics,,697,Gerard,Debreu,"""for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium""",1
1983,literature,,660,William,Golding,"""for his novels which with the perspicuity of realistic narrative art and the diversity and universality of myth illuminate the human condition in the world of today""",1
1983,peace,,545,Lech,Walesa,"""for non-violent struggle for free trade unions and human rights in Poland""",1
1983,physics,,122,Subramanyan,Chandrasekhar,"""for his theoretical studies of the physical processes of importance to the structure and evolution of the stars""",2
1983,physics,,123,"William A.",Fowler,"""for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe""",2
1983,medicine,,428,Barbara,McClintock,"""for her discovery of mobile genetic elements""",1
1982,chemistry,,259,Aaron,Klug,"""for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes""",1
1982,economics,,696,"George J.",Stigler,"""for his seminal studies of industrial structures functioning of markets and causes and effects of public regulation""",1
1982,literature,,659,Gabriel,"García Márquez","""for his novels and short stories in which the fantastic and the realistic are combined in a richly composed world of imagination reflecting a continent's life and conflicts""",1
1982,peace,,543,Alva,Myrdal,"""for their work for disarmament and nuclear and weapon-free zones""",2
1982,peace,,544,Alfonso,"García Robles","""for their work for disarmament and nuclear and weapon-free zones""",2
1982,physics,,121,"Kenneth G.",Wilson,"""for his theory for critical phenomena in connection with phase transitions""",1
1982,medicine,,425,"Sune K.",Bergström,"""for their discoveries concerning prostaglandins and related biologically active substances""",3
1982,medicine,,426,"Bengt I.",Samuelsson,"""for their discoveries concerning prostaglandins and related biologically active substances""",3
1982,medicine,,427,"John R.",Vane,"""for their discoveries concerning prostaglandins and related biologically active substances""",3
1981,chemistry,,257,Kenichi,Fukui,"""for their theories developed independently concerning the course of chemical reactions""",2
1981,chemistry,,258,Roald,Hoffmann,"""for their theories developed independently concerning the course of chemical reactions""",2
1981,economics,,695,James,Tobin,"""for his analysis of financial markets and their relations to expenditure decisions employment production and prices""",1
1981,literature,,658,Elias,Canetti,"""for writings marked by a broad outlook a wealth of ideas and artistic power""",1
1981,peace,,515,"Office of the United Nations High Commissioner for Refugees",,"""for promoting the fundamental rights of refugees""",1
1981,physics,,118,Nicolaas,Bloembergen,"""for their contribution to the development of laser spectroscopy""",4
1981,physics,,119,"Arthur L.",Schawlow,"""for their contribution to the development of laser spectroscopy""",4
1981,physics,,120,"Kai M.",Siegbahn,"""for his contribution to the development of high-resolution electron spectroscopy""",2
1981,medicine,,422,"Roger W.",Sperry,"""for his discoveries concerning the functional specialization of the cerebral hemispheres""",2
1981,medicine,,423,"David H.",Hubel,"""for their discoveries concerning information processing in the visual system""",4
1981,medicine,,424,"Torsten N.",Wiesel,"""for their discoveries concerning information processing in the visual system""",4
1980,chemistry,,254,Paul,Berg,"""for his fundamental studies of the biochemistry of nucleic acids with particular regard to recombinant-DNA""",2
1980,chemistry,,255,Walter,Gilbert,"""for their contributions concerning the determination of base sequences in nucleic acids""",4
1980,chemistry,,222,Frederick,Sanger,"""for their contributions concerning the determination of base sequences in nucleic acids""",4
1980,economics,,694,"Lawrence R.",Klein,"""for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies""",1
1980,literature,,657,Czeslaw,Milosz,"""who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts""",1
1980,peace,,541,Adolfo,"Pérez Esquivel","""for being a source of inspiration to repressed people especially in Latin America""",1
1980,physics,,116,James,Cronin,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",2
1980,physics,,117,Val,Fitch,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",2
1980,medicine,,419,Baruj,Benacerraf,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",3
1980,medicine,,420,Jean,Dausset,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",3
1980,medicine,,421,"George D.",Snell,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",3
1979,chemistry,,252,"Herbert C.",Brown,"""for their development of the use of boron- and phosphorus-containing compounds respectively into important reagents in organic synthesis""",2
1979,chemistry,,253,Georg,Wittig,"""for their development of the use of boron- and phosphorus-containing compounds respectively into important reagents in organic synthesis""",2
1979,economics,,692,"Theodore W.",Schultz,"""for their pioneering research into economic development research with particular consideration of the problems of developing countries""",2
1979,economics,,693,"Sir Arthur",Lewis,"""for their pioneering research into economic development research with particular consideration of the problems of developing countries""",2
1979,literature,,655,Odysseus,Elytis,"""for his poetry which against the background of Greek tradition depicts with sensuous strength and intellectual clear-sightedness modern man's struggle for freedom and creativeness""",1
1979,peace,,540,"Anjezë Gonxhe",Bojaxhiu,"""for her work for bringing help to suffering humanity""",1
1979,physics,,113,Sheldon,Glashow,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current""",3
1979,physics,,114,Abdus,Salam,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current""",3
1979,physics,,115,Steven,Weinberg,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current""",3
1979,medicine,,417,"Allan M.",Cormack,"""for the development of computer assisted tomography""",2
1979,medicine,,418,"Godfrey N.",Hounsfield,"""for the development of computer assisted tomography""",2
1978,chemistry,,251,Peter,Mitchell,"""for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory""",1
1978,economics,,691,Herbert,Simon,"""for his pioneering research into the decision-making process within economic organizations""",1
1978,literature,,654,"Isaac Bashevis",Singer,"""for his impassioned narrative art which with roots in a Polish-Jewish cultural tradition brings universal human conditions to life""",1
1978,peace,,538,Anwar,al-Sadat,"""for jointly having negotiated peace between Egypt and Israel in 1978""",2
1978,peace,,539,Menachem,Begin,"""for jointly having negotiated peace between Egypt and Israel in 1978""",2
1978,physics,,110,Pyotr,Kapitsa,"""for his basic inventions and discoveries in the area of low-temperature physics""",2
1978,physics,,111,Arno,Penzias,"""for their discovery of cosmic microwave background radiation""",4
1978,physics,,112,"Robert Woodrow",Wilson,"""for their discovery of cosmic microwave background radiation""",4
1978,medicine,,414,Werner,Arber,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",3
1978,medicine,,415,Daniel,Nathans,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",3
1978,medicine,,416,"Hamilton O.",Smith,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",3
1977,chemistry,,250,Ilya,Prigogine,"""for his contributions to non-equilibrium thermodynamics particularly the theory of dissipative structures""",1
1977,economics,,689,Bertil,Ohlin,"""for their pathbreaking contribution to the theory of international trade and international capital movements""",2
1977,economics,,690,"James E.",Meade,"""for their pathbreaking contribution to the theory of international trade and international capital movements""",2
1977,literature,,653,Vicente,Aleixandre,"""for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society at the same time representing the great renewal of the traditions of Spanish poetry between the wars""",1
1977,peace,,537,"Amnesty International",,"""for worldwide respect for human rights""",1
1977,physics,,107,"Philip W.",Anderson,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",3
1977,physics,,108,"Sir Nevill F.",Mott,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",3
1977,physics,,109,"John H.","Van Vleck","""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",3
